/problem,/plan_properties/number_of_steps,/plan_properties/number_of_actions,/plan_properties/number_of_agents,/simulation/failed_actions,/simulation/failed_actions_cardinality,/cnf_model_details/failure_model,/cnf_model_details/conflict_model,/cnf_model_details/conflict_retries_model,/cnf_model_details/max_failures_restriction,/cnf/clauses_num,/cnf/variables_num,/execution_time/cnf_compilation_mils,/execution_time/final_var_state_calc_mils,/execution_time/sat_solving_mils/0,/execution_time/sat_solving_mils/1,/solution/number_of_solutions,/solution/solution_index,/solution/solution_cardinality,/execution_time/sat_solving_mils/2,/execution_time/sat_solving_mils/3,/execution_time/sat_solving_mils/4,/execution_time/out_of_memory,/execution_time/sat_solving_mils/5,/execution_time/sat_solving_mils/6,/execution_time/sat_solving_mils/7,/execution_time/sat_solving_mils/8,/execution_time/sat_solving_mils/9,/execution_time/sat_solving_mils/10,/execution_time/sat_solving_mils/11
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,304.0,16.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,310.0,17.0,12.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,294.0,15.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,231.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,385.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,226.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite2,Action:take_image~satellite2~star12~instrument5~thermograph3=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,238.0,16.0,12.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,301.0,15.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:05, Agent:satellite5,Action:take_image~satellite5~phenomenon5~instrument10~spectrograph2=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,232.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:13, Agent:satellite2,Action:turn_to~satellite2~planet17~phenomenon16=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,301.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:12, Agent:satellite2,Action:take_image~satellite2~phenomenon16~instrument5~image1=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,245.0,14.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:18, Agent:satellite5,Action:turn_to~satellite5~planet24~planet21=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,314.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:01, Agent:satellite5,Action:switch_on~instrument10~satellite5=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,208.0,17.0,19.0,2.0,1.0,1.0,10.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:15, Agent:satellite2,Action:turn_to~satellite2~star18~planet17=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,308.0,17.0,12.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:06, Agent:satellite2,Action:take_image~satellite2~phenomenon10~instrument5~image1=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,209.0,16.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:23, Agent:satellite2,Action:turn_to~satellite2~star13~planet23=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,310.0,14.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:14, Agent:satellite2,Action:take_image~satellite2~planet17~instrument5~thermograph3=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,256.0,15.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:18, Agent:satellite2,Action:take_image~satellite2~planet20~instrument5~image1=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,288.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:09, Agent:satellite5,Action:take_image~satellite5~planet7~instrument10~infrared0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,251.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:03, Agent:satellite5,Action:calibrate~satellite5~instrument10~groundstation0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,215.0,15.0,12.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:07, Agent:satellite2,Action:turn_to~satellite2~planet11~phenomenon10=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,310.0,16.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:22, Agent:satellite2,Action:take_image~satellite2~planet23~instrument5~thermograph3=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,305.0,20.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:04, Agent:satellite5,Action:turn_to~satellite5~phenomenon5~groundstation0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,302.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:13, Agent:satellite5,Action:take_image~satellite5~planet14~instrument10~thermograph4=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,283.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:07, Agent:satellite5,Action:take_image~satellite5~planet6~instrument10~spectrograph2=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,252.0,15.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:16, Agent:satellite5,Action:turn_to~satellite5~planet21~star15=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,302.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:15, Agent:satellite5,Action:take_image~satellite5~star15~instrument10~thermograph4=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,291.0,15.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:17, Agent:satellite5,Action:take_image~satellite5~planet21~instrument10~infrared0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,300.0,15.0,12.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:09, Agent:satellite2,Action:turn_to~satellite2~star12~planet11=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,305.0,16.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:11, Agent:satellite5,Action:take_image~satellite5~phenomenon9~instrument10~infrared0=FAILED]",1.0,"delay one step","no effects model","no retries",1.0,14059.0,7083.0,204.0,259.0,14.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,298.0,8.0,22.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,292.0,8.0,22.0,1.0,0.0,2.0,18.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,288.0,8.0,22.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,220.0,8.0,23.0,1.0,0.0,2.0,26.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,228.0,10.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,230.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,299.0,10.0,26.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,302.0,10.0,26.0,1.0,0.0,2.0,25.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,224.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,212.0,10.0,27.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,215.0,8.0,23.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,233.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,303.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,304.0,14.0,10.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,296.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,227.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,303.0,20.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,220.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite2,Action:take_image~satellite2~star12~instrument5~thermograph3=FAILED, Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,233.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite2,Action:take_image~satellite2~star12~instrument5~thermograph3=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,228.0,11.0,28.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite2,Action:take_image~satellite2~star12~instrument5~thermograph3=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,228.0,16.0,12.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite2,Action:take_image~satellite2~star12~instrument5~thermograph3=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,236.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,301.0,8.0,23.0,1.0,0.0,2.0,22.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,295.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,285.0,8.0,22.0,1.0,0.0,2.0,18.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,229.0,14.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,294.0,8.0,22.0,1.0,0.0,2.0,22.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,219.0,8.0,24.0,1.0,0.0,2.0,22.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,307.0,17.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite2,Action:take_image~satellite2~star12~instrument5~thermograph3=FAILED, Index:03, Agent:satellite2,Action:turn_to~satellite2~star13~groundstation2=FAILED]",2.0,"delay one step","no effects model","no retries",2.0,14059.0,7083.0,204.0,223.0,9.0,22.0,1.0,0.0,2.0,26.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,280.0,8.0,16.0,1.0,0.0,3.0,106.0,428.0,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,214.0,9.0,18.0,1.0,0.0,3.0,106.0,550.0,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,232.0,8.0,23.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,225.0,8.0,23.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,291.0,8.0,16.0,1.0,0.0,3.0,110.0,438.0,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,222.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,233.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,206.0,9.0,18.0,1.0,0.0,3.0,102.0,468.0,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,227.0,9.0,22.0,1.0,0.0,2.0,23.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:08, Agent:satellite2,Action:take_image~satellite2~planet11~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,220.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,299.0,8.0,25.0,1.0,0.0,2.0,23.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,300.0,9.0,23.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,288.0,9.0,22.0,1.0,0.0,2.0,20.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,223.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED, Index:06, Agent:satellite5,Action:turn_to~satellite5~planet6~phenomenon5=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,221.0,8.0,22.0,1.0,0.0,2.0,19.0,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:20, Agent:satellite2,Action:take_image~satellite2~planet22~instrument5~image1=FAILED, Index:01, Agent:satellite2,Action:switch_on~instrument5~satellite2=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,231.0,15.0,11.0,1.0,0.0,1.0,,,,,,,,,,,
"satellite15.problem",24.0,47.0,5.0,"[Index:10, Agent:satellite5,Action:turn_to~satellite5~phenomenon9~planet7=FAILED, Index:00, Agent:satellite3,Action:turn_to~satellite3~planet14~star4=FAILED, Index:21, Agent:satellite2,Action:turn_to~satellite2~planet23~planet22=FAILED]",3.0,"delay one step","no effects model","no retries",3.0,14059.0,7083.0,204.0,298.0,8.0,24.0,1.0,0.0,2.0,23.0,,,,,,,,,,
